ROWID,PRODUCT_ID,CUSTOMER_ID,PRICE,QUANTITY,TIMESTAMP
2758,6988,9520,154,1,2017-11-22 04:37:37.0
2759,8125,50881,4915,5,2017-11-22 04:37:38.0
2760,6572,21182,3450,2,2017-11-22 04:37:39.0
2761,8678,65310,3628,5,2017-11-22 04:37:40.0
2762,8605,26751,2233,3,2017-11-22 04:37:41.0
2763,8998,36068,4220,3,2017-11-22 04:37:42.0
2764,8804,30677,3272,2,2017-11-22 04:37:43.0
2765,6513,7190,3493,1,2017-11-22 04:37:44.0
2766,6327,12875,980,4,2017-11-22 04:37:45.0
2767,8959,46763,1728,2,2017-11-22 04:37:46.0
2768,8797,16586,1517,3,2017-11-22 04:37:47.0
2769,8397,28431,3703,2,2017-11-22 04:37:48.0
2770,6365,54382,3419,2,2017-11-22 04:37:49.0
2771,7849,32956,2793,2,2017-11-22 04:37:50.0
2772,6407,87493,1849,4,2017-11-22 04:37:51.0
2773,6945,60809,4995,4,2017-11-22 04:37:52.0
2774,7486,41682,3354,3,2017-11-22 04:37:53.0
2775,6296,78772,3165,5,2017-11-22 04:37:54.0
2776,7010,51682,107,5,2017-11-22 04:37:55.0
2777,8174,80560,1156,4,2017-11-22 04:37:56.0
2778,6434,34187,1934,5,2017-11-22 04:37:57.0
2779,7739,13719,2531,1,2017-11-22 04:37:58.0
2780,8892,89836,4182,2,2017-11-22 04:37:59.0
2781,7658,65155,1412,3,2017-11-22 04:38:00.0
2782,6843,59342,4496,3,2017-11-22 04:38:01.0
2783,6521,32569,4520,3,2017-11-22 04:38:02.0
2784,8768,67039,4420,5,2017-11-22 04:38:03.0
2785,7912,6093,2670,2,2017-11-22 04:38:04.0
2786,7626,88628,3332,3,2017-11-22 04:38:05.0
2787,6453,5497,2394,5,2017-11-22 04:38:06.0
2788,8339,23579,2034,1,2017-11-22 04:38:07.0
2789,7027,28859,3548,1,2017-11-22 04:38:08.0
2790,6663,71195,1744,3,2017-11-22 04:38:09.0
2791,8433,12200,1050,4,2017-11-22 04:38:10.0
2792,6295,576,2706,2,2017-11-22 04:38:11.0
2793,8008,69835,3507,1,2017-11-22 04:38:12.0
2794,8328,86340,3511,3,2017-11-22 04:38:13.0
2795,6176,68307,387,4,2017-11-22 04:38:14.0
2796,8034,75733,2712,2,2017-11-22 04:38:15.0
2797,7443,8617,2123,4,2017-11-22 04:38:16.0
2798,6434,61489,1934,2,2017-11-22 04:38:17.0
2799,7461,18056,4290,1,2017-11-22 04:38:18.0
2800,5975,67684,1616,2,2017-11-22 04:38:19.0
2801,6521,45708,4520,3,2017-11-22 04:38:20.0
2802,8747,35485,547,3,2017-11-22 04:38:21.0
2803,8339,68734,2034,1,2017-11-22 04:38:22.0
2804,5643,70919,2391,2,2017-11-22 04:38:23.0
2805,5736,11789,3593,1,2017-11-22 04:38:24.0
2806,5790,67234,1056,5,2017-11-22 04:38:25.0
2807,6546,70778,854,2,2017-11-22 04:38:26.0
2808,8970,74705,1205,1,2017-11-22 04:38:27.0
2809,6485,40441,1177,3,2017-11-22 04:38:28.0
2810,8318,26975,2270,1,2017-11-22 04:38:29.0
2811,8352,12354,4125,3,2017-11-22 04:38:30.0
2812,6705,73245,1372,3,2017-11-22 04:38:31.0
2813,7811,38868,3919,5,2017-11-22 04:38:32.0
2814,8959,744,1728,5,2017-11-22 04:38:33.0
2815,6948,30360,4924,4,2017-11-22 04:38:34.0
2816,8397,75407,3703,1,2017-11-22 04:38:35.0
2817,6280,89241,4563,1,2017-11-22 04:38:36.0
2818,6472,81145,4821,3,2017-11-22 04:38:37.0
2819,7933,78823,869,5,2017-11-22 04:38:38.0
2820,7358,53807,1829,5,2017-11-22 04:38:39.0
2821,8263,14469,4417,4,2017-11-22 04:38:40.0
2822,8727,14691,1902,4,2017-11-22 04:38:41.0
2823,8905,49419,2471,4,2017-11-22 04:38:42.0
2824,8247,19419,99,3,2017-11-22 04:38:43.0
2825,8578,24367,2926,1,2017-11-22 04:38:44.0
2826,8839,34942,1870,2,2017-11-22 04:38:45.0
2827,5801,30364,3335,3,2017-11-22 04:38:46.0
2828,7575,45026,2717,4,2017-11-22 04:38:47.0
2829,7780,48739,535,4,2017-11-22 04:38:48.0
2830,7204,33386,1844,3,2017-11-22 04:38:49.0
2831,8988,85055,2606,2,2017-11-22 04:38:50.0
2832,8385,76405,4587,3,2017-11-22 04:38:51.0
2833,5784,82615,4344,1,2017-11-22 04:38:52.0
2834,7450,78219,4403,4,2017-11-22 04:38:53.0
2835,6227,15167,4424,1,2017-11-22 04:38:54.0
2836,5946,72585,53,3,2017-11-22 04:38:55.0
2837,7918,69617,1334,4,2017-11-22 04:38:56.0
2838,7490,13479,3832,5,2017-11-22 04:38:57.0
2839,6132,18443,1555,1,2017-11-22 04:38:58.0
2840,7730,23523,4552,3,2017-11-22 04:38:59.0
2841,8245,35554,1196,4,2017-11-22 04:39:00.0
2842,5671,25885,3928,4,2017-11-22 04:39:01.0
2843,6459,5482,4730,5,2017-11-22 04:39:02.0
2844,5840,348,1814,3,2017-11-22 04:39:03.0
2845,8881,31914,3871,2,2017-11-22 04:39:04.0
2846,8552,80012,227,2,2017-11-22 04:39:05.0
2847,8224,45952,1832,5,2017-11-22 04:39:06.0
2848,7329,21310,1062,2,2017-11-22 04:39:07.0
2849,7104,25659,253,2,2017-11-22 04:39:08.0
2850,5779,61464,1039,3,2017-11-22 04:39:09.0
2851,6648,36703,2262,3,2017-11-22 04:39:10.0
2852,8275,25184,2006,2,2017-11-22 04:39:11.0
2853,7440,35390,4582,3,2017-11-22 04:39:12.0
2854,8763,50624,2843,3,2017-11-22 04:39:13.0
2855,7328,27409,903,3,2017-11-22 04:39:14.0
2856,7209,11021,1474,1,2017-11-22 04:39:15.0
2857,8924,65565,3157,1,2017-11-22 04:39:16.0
2858,6723,73951,727,3,2017-11-22 04:39:17.0
2859,5964,35893,918,4,2017-11-22 04:39:18.0
2860,5725,1161,509,1,2017-11-22 04:39:19.0
2861,6313,74631,210,1,2017-11-22 04:39:20.0
2862,5923,20753,2190,5,2017-11-22 04:39:21.0
2863,5951,66820,3954,2,2017-11-22 04:39:22.0
2864,7349,16638,3104,4,2017-11-22 04:39:23.0
2865,8914,17887,3386,2,2017-11-22 04:39:24.0
2866,8047,52324,370,2,2017-11-22 04:39:25.0
2867,7908,68111,4062,4,2017-11-22 04:39:26.0
2868,6001,4890,665,4,2017-11-22 04:39:27.0
2869,7568,41846,2913,5,2017-11-22 04:39:28.0
2870,6885,1639,1619,2,2017-11-22 04:39:29.0
2871,7866,35405,1938,4,2017-11-22 04:39:30.0
2872,8323,58690,3685,5,2017-11-22 04:39:31.0
2873,8544,9977,836,4,2017-11-22 04:39:32.0
2874,8418,25737,1033,2,2017-11-22 04:39:33.0
2875,6260,64146,1798,5,2017-11-22 04:39:34.0
2876,8657,78133,4410,5,2017-11-22 04:39:35.0
2877,8884,10262,1029,4,2017-11-22 04:39:36.0
2878,6925,68870,4725,2,2017-11-22 04:39:37.0
2879,6465,48708,3789,4,2017-11-22 04:39:38.0
2880,6518,77764,3017,1,2017-11-22 04:39:39.0
2881,6628,78712,2358,2,2017-11-22 04:39:40.0
2882,6381,69870,4065,5,2017-11-22 04:39:41.0
2883,7716,48164,603,5,2017-11-22 04:39:42.0
2884,6702,89165,1940,2,2017-11-22 04:39:43.0
2885,8662,65326,2591,5,2017-11-22 04:39:44.0
2886,5777,23187,2495,2,2017-11-22 04:39:45.0
2887,7935,27586,2505,4,2017-11-22 04:39:46.0
2888,7925,56966,3955,5,2017-11-22 04:39:47.0
2889,8257,20990,2615,3,2017-11-22 04:39:48.0
2890,8529,58636,4193,3,2017-11-22 04:39:49.0
2891,8353,62619,4693,5,2017-11-22 04:39:50.0
2892,6159,66794,1285,1,2017-11-22 04:39:51.0
2893,5709,304,3336,1,2017-11-22 04:39:52.0
2894,7208,75545,1424,3,2017-11-22 04:39:53.0
2895,8661,50201,4923,2,2017-11-22 04:39:54.0
2896,6669,56960,2050,3,2017-11-22 04:39:55.0
2897,7527,7746,647,4,2017-11-22 04:39:56.0
2898,8433,58683,1050,5,2017-11-22 04:39:57.0
2899,8788,73756,1515,3,2017-11-22 04:39:58.0
2900,7936,31956,4906,2,2017-11-22 04:39:59.0
2901,6792,22887,2139,1,2017-11-22 04:40:00.0
2902,8838,37530,4229,2,2017-11-22 04:40:01.0
2903,6450,9128,4697,5,2017-11-22 04:40:02.0
2904,7129,88433,782,3,2017-11-22 04:40:03.0
2905,5687,6450,1648,3,2017-11-22 04:40:04.0
2906,6798,45283,4793,3,2017-11-22 04:40:05.0
2907,6091,14910,2333,1,2017-11-22 04:40:06.0
2908,7171,54921,2149,5,2017-11-22 04:40:07.0
2909,6807,19967,4297,5,2017-11-22 04:40:08.0
2910,6731,76750,906,3,2017-11-22 04:40:09.0
2911,7160,15758,584,3,2017-11-22 04:40:10.0
2912,5975,27170,1616,2,2017-11-22 04:40:11.0
2913,6299,56919,4526,1,2017-11-22 04:40:12.0
2914,5614,71441,697,4,2017-11-22 04:40:13.0
2915,5967,35522,4143,3,2017-11-22 04:40:14.0
2916,7563,64512,1544,3,2017-11-22 04:40:15.0
2917,5644,15502,4001,5,2017-11-22 04:40:16.0
2918,6502,52382,146,4,2017-11-22 04:40:17.0
2919,8236,20490,2008,4,2017-11-22 04:40:18.0
2920,8974,65175,2435,1,2017-11-22 04:40:19.0
2921,7073,30702,4592,5,2017-11-22 04:40:20.0
2922,6246,113,3084,2,2017-11-22 04:40:21.0
2923,6666,64757,1341,2,2017-11-22 04:40:22.0
2924,6189,53614,148,4,2017-11-22 04:40:23.0
2925,7409,12232,4597,3,2017-11-22 04:40:24.0
2926,5683,73320,1163,2,2017-11-22 04:40:25.0
2927,8190,54128,4804,5,2017-11-22 04:40:26.0
2928,5620,40673,3135,2,2017-11-22 04:40:27.0
2929,6287,8864,4188,5,2017-11-22 04:40:28.0
2930,6528,67636,4660,5,2017-11-22 04:40:29.0
2931,8065,71436,3283,1,2017-11-22 04:40:30.0
2932,5625,27731,1397,4,2017-11-22 04:40:31.0
2933,5944,52848,2460,1,2017-11-22 04:40:32.0
2934,6302,1547,1990,2,2017-11-22 04:40:33.0
2935,6752,25175,4079,5,2017-11-22 04:40:34.0
2936,8561,57219,421,4,2017-11-22 04:40:35.0
2937,8291,32738,3735,5,2017-11-22 04:40:36.0
2938,5614,18436,697,1,2017-11-22 04:40:37.0
2939,7431,37844,4162,2,2017-11-22 04:40:38.0
2940,7192,61245,3055,2,2017-11-22 04:40:39.0
2941,6151,84772,3530,4,2017-11-22 04:40:40.0
2942,5940,31050,3110,1,2017-11-22 04:40:41.0
2943,7244,32067,2668,3,2017-11-22 04:40:42.0
2944,8189,56025,2356,4,2017-11-22 04:40:43.0
2945,6898,64001,2377,5,2017-11-22 04:40:44.0
2946,8861,20852,4455,2,2017-11-22 04:40:45.0
2947,8327,57110,1892,3,2017-11-22 04:40:46.0
2948,8328,20597,3511,3,2017-11-22 04:40:47.0
2949,6914,51693,3679,4,2017-11-22 04:40:48.0
2950,6506,40344,1024,3,2017-11-22 04:40:49.0
2951,8637,20192,2862,2,2017-11-22 04:40:50.0
2952,6423,18487,3064,5,2017-11-22 04:40:51.0
2953,6473,60779,3020,1,2017-11-22 04:40:52.0
2954,8783,19127,231,2,2017-11-22 04:40:53.0
2955,7333,17479,1022,4,2017-11-22 04:40:54.0
2956,6965,15600,1858,1,2017-11-22 04:40:55.0
2957,8544,47334,836,2,2017-11-22 04:40:56.0
2958,5835,77939,1502,5,2017-11-22 04:40:57.0
2959,5871,50634,4638,3,2017-11-22 04:40:58.0
2960,6307,84266,3967,5,2017-11-22 04:40:59.0
2961,5873,29485,1166,4,2017-11-22 04:41:00.0
2962,5916,29716,1412,4,2017-11-22 04:41:01.0
2963,6193,36261,998,5,2017-11-22 04:41:02.0
2964,8691,36170,2931,1,2017-11-22 04:41:03.0
2965,7183,21198,1032,2,2017-11-22 04:41:04.0
2966,5984,61929,3446,3,2017-11-22 04:41:05.0
2967,6116,71669,1342,4,2017-11-22 04:41:06.0
2968,7913,20286,148,3,2017-11-22 04:41:07.0
2969,6275,73657,4496,3,2017-11-22 04:41:08.0
2970,5975,58860,1616,3,2017-11-22 04:41:09.0
2971,6310,29490,2818,3,2017-11-22 04:41:10.0
2972,7584,44685,190,1,2017-11-22 04:41:11.0
2973,5996,85312,1108,3,2017-11-22 04:41:12.0
2974,8137,49900,1575,2,2017-11-22 04:41:13.0
2975,7658,48225,1412,4,2017-11-22 04:41:14.0
2976,8527,69250,2729,2,2017-11-22 04:41:15.0
2977,7988,77017,120,5,2017-11-22 04:41:16.0
2978,5646,42244,3293,3,2017-11-22 04:41:17.0
2979,5981,71996,1574,2,2017-11-22 04:41:18.0
2980,8006,66226,71,5,2017-11-22 04:41:19.0
2981,6683,81888,4360,1,2017-11-22 04:41:20.0
2982,8001,59860,4125,5,2017-11-22 04:41:21.0
2983,6969,35631,4436,1,2017-11-22 04:41:22.0
2984,7526,42567,1883,5,2017-11-22 04:41:23.0
2985,5916,35498,1412,2,2017-11-22 04:41:24.0
2986,8532,80555,2239,4,2017-11-22 04:41:25.0
2987,7104,72150,253,4,2017-11-22 04:41:26.0
2988,6212,69075,2231,4,2017-11-22 04:41:27.0
2989,7841,57171,4545,2,2017-11-22 04:41:28.0
2990,8936,10293,528,5,2017-11-22 04:41:29.0
2991,8215,43033,4203,5,2017-11-22 04:41:30.0
2992,7601,66745,2812,2,2017-11-22 04:41:31.0
2993,8603,31315,3823,2,2017-11-22 04:41:32.0
2994,6474,24337,1827,1,2017-11-22 04:41:33.0
2995,8235,58313,3113,2,2017-11-22 04:41:34.0
2996,7092,29666,1214,3,2017-11-22 04:41:35.0
2997,7705,42680,3133,5,2017-11-22 04:41:36.0
2998,8537,13470,1618,1,2017-11-22 04:41:37.0
2999,7725,46187,3138,4,2017-11-22 04:41:38.0
3000,8806,57894,2490,2,2017-11-22 04:41:39.0
3001,7075,6976,279,2,2017-11-22 04:41:40.0
3002,5961,37037,4076,5,2017-11-22 04:41:41.0
3003,7536,56189,1926,2,2017-11-22 04:41:42.0
3004,8869,812,328,1,2017-11-22 04:41:43.0
3005,5605,10420,4731,3,2017-11-22 04:41:44.0
3006,8818,75780,1065,3,2017-11-22 04:41:45.0
3007,5889,31517,589,2,2017-11-22 04:41:46.0
3008,7338,61487,1622,1,2017-11-22 04:41:47.0
3009,6299,61626,4526,1,2017-11-22 04:41:48.0
3010,7157,43080,2719,5,2017-11-22 04:41:49.0
3011,6450,16882,4697,5,2017-11-22 04:41:50.0
3012,7277,51319,4491,4,2017-11-22 04:41:51.0
3013,7206,48485,4486,1,2017-11-22 04:41:52.0
3014,6919,39633,3131,2,2017-11-22 04:41:53.0
3015,6376,79600,3722,1,2017-11-22 04:41:54.0
3016,8842,67559,4946,4,2017-11-22 04:41:55.0
3017,8354,77055,2954,4,2017-11-22 04:41:56.0
3018,5835,83541,1502,3,2017-11-22 04:41:57.0
3019,6732,8757,4447,3,2017-11-22 04:41:58.0
3020,6162,70057,4158,4,2017-11-22 04:41:59.0
3021,8954,76925,661,3,2017-11-22 04:42:00.0
3022,5968,10924,4375,3,2017-11-22 04:42:01.0
3023,6078,61124,2180,3,2017-11-22 04:42:02.0
3024,6340,76813,2732,5,2017-11-22 04:42:03.0
3025,6524,52914,1240,1,2017-11-22 04:42:04.0
3026,8750,54590,712,4,2017-11-22 04:42:05.0
3027,6110,69192,2920,3,2017-11-22 04:42:06.0
3028,8564,2424,3063,2,2017-11-22 04:42:07.0
3029,6924,41933,4842,5,2017-11-22 04:42:08.0
3030,8199,8135,1297,2,2017-11-22 04:42:09.0
3031,8246,59492,2713,5,2017-11-22 04:42:10.0
3032,8873,52286,1326,1,2017-11-22 04:42:11.0
3033,8259,13087,521,1,2017-11-22 04:42:12.0
3034,7409,87458,4597,3,2017-11-22 04:42:13.0
3035,6489,63900,3698,3,2017-11-22 04:42:14.0
3036,6609,89346,868,3,2017-11-22 04:42:15.0
3037,6709,15133,4543,5,2017-11-22 04:42:16.0
3038,6007,15200,1676,4,2017-11-22 04:42:17.0
3039,8222,20751,3977,4,2017-11-22 04:42:18.0
3040,8960,74883,2574,1,2017-11-22 04:42:19.0
3041,6486,72993,4042,4,2017-11-22 04:42:20.0
3042,6536,47587,4637,3,2017-11-22 04:42:21.0
3043,6783,15781,1999,2,2017-11-22 04:42:22.0
3044,8694,6634,2459,3,2017-11-22 04:42:23.0
3045,8585,48164,4080,3,2017-11-22 04:42:24.0
3046,5781,32897,3462,3,2017-11-22 04:42:25.0
3047,6381,55419,4065,2,2017-11-22 04:42:26.0
3048,8200,14574,2376,1,2017-11-22 04:42:27.0
3049,8912,35974,2245,5,2017-11-22 04:42:28.0
3050,7385,40859,1844,1,2017-11-22 04:42:29.0
3051,8790,34149,643,5,2017-11-22 04:42:30.0
3052,6469,58645,3316,3,2017-11-22 04:42:31.0
3053,6104,84688,137,2,2017-11-22 04:42:32.0
3054,6655,67560,584,3,2017-11-22 04:42:33.0
3055,8290,63682,3140,3,2017-11-22 04:42:34.0
3056,7774,65080,159,2,2017-11-22 04:42:35.0
3057,6137,46847,4523,4,2017-11-22 04:42:36.0
3058,7188,76455,957,3,2017-11-22 04:42:37.0
3059,6635,80926,2538,5,2017-11-22 04:42:38.0
3060,6897,44120,3760,1,2017-11-22 04:42:39.0
3061,5799,79310,4624,3,2017-11-22 04:42:40.0
3062,8970,2738,1205,4,2017-11-22 04:42:41.0
3063,5640,12201,2438,3,2017-11-22 04:42:42.0
3064,8016,12716,1535,4,2017-11-22 04:42:43.0
3065,7837,3099,3396,3,2017-11-22 04:42:44.0
3066,5920,70952,2424,5,2017-11-22 04:42:45.0
3067,7631,18200,4325,3,2017-11-22 04:42:46.0
3068,8073,72435,2223,3,2017-11-22 04:42:47.0
3069,8789,46647,4732,4,2017-11-22 04:42:48.0
3070,6472,47155,4821,1,2017-11-22 04:42:49.0
3071,5881,83553,4599,1,2017-11-22 04:42:50.0
3072,7637,68827,2654,4,2017-11-22 04:42:51.0
3073,6975,73942,1065,3,2017-11-22 04:42:52.0
3074,6778,13485,4512,4,2017-11-22 04:42:53.0
3075,8022,33616,909,1,2017-11-22 04:42:54.0
3076,7241,31804,1731,4,2017-11-22 04:42:55.0
3077,7048,86951,3498,5,2017-11-22 04:42:56.0
3078,6020,24057,3937,4,2017-11-22 04:42:57.0
3079,7385,42721,1844,1,2017-11-22 04:42:58.0
3080,7080,49692,2762,3,2017-11-22 04:42:59.0
3081,8134,57545,3790,3,2017-11-22 04:43:00.0
3082,6236,60520,4313,3,2017-11-22 04:43:01.0
3083,8178,39837,2907,3,2017-11-22 04:43:02.0
3084,7099,80256,4532,5,2017-11-22 04:43:03.0
3085,6105,29851,1784,5,2017-11-22 04:43:04.0
3086,6518,44859,3017,2,2017-11-22 04:43:05.0
3087,8873,22318,1326,5,2017-11-22 04:43:06.0
3088,7516,40053,1539,2,2017-11-22 04:43:07.0
3089,6806,46687,1918,2,2017-11-22 04:43:08.0
3090,7777,27413,800,1,2017-11-22 04:43:09.0
3091,8508,16889,3861,4,2017-11-22 04:43:10.0
3092,6418,49463,3219,4,2017-11-22 04:43:11.0
3093,7272,68130,3048,3,2017-11-22 04:43:12.0
3094,7727,37462,1585,2,2017-11-22 04:43:13.0
3095,8425,21066,1961,3,2017-11-22 04:43:14.0
3096,7291,18290,2414,4,2017-11-22 04:43:15.0
3097,5952,22163,747,3,2017-11-22 04:43:16.0
3098,5872,13409,1859,5,2017-11-22 04:43:17.0
3099,8722,41705,4266,5,2017-11-22 04:43:18.0
3100,7028,74934,1336,2,2017-11-22 04:43:19.0
3101,6157,65360,2191,5,2017-11-22 04:43:20.0
3102,8674,17912,4642,5,2017-11-22 04:43:21.0
3103,6697,44691,754,2,2017-11-22 04:43:22.0
3104,6568,6272,3932,3,2017-11-22 04:43:23.0
3105,8008,15163,3507,4,2017-11-22 04:43:24.0
3106,8359,49391,2598,2,2017-11-22 04:43:25.0
3107,7680,15804,2721,1,2017-11-22 04:43:26.0
3108,7686,46963,1583,1,2017-11-22 04:43:27.0
3109,8712,47128,170,3,2017-11-22 04:43:28.0
3110,7712,49057,4859,4,2017-11-22 04:43:29.0
3111,8609,24995,3896,2,2017-11-22 04:43:30.0
3112,8141,63711,3562,4,2017-11-22 04:43:31.0
3113,7974,62229,3542,2,2017-11-22 04:43:32.0
3114,7247,58314,2296,4,2017-11-22 04:43:33.0
3115,7205,59890,3824,2,2017-11-22 04:43:34.0
3116,8164,20291,383,4,2017-11-22 04:43:35.0
3117,6104,24954,137,5,2017-11-22 04:43:36.0
3118,6502,70840,146,2,2017-11-22 04:43:37.0
3119,8907,27234,3395,3,2017-11-22 04:43:38.0
3120,8573,43201,4763,5,2017-11-22 04:43:39.0
3121,8695,56103,2012,5,2017-11-22 04:43:40.0
3122,8380,18512,2055,3,2017-11-22 04:43:41.0
3123,8174,69311,1156,5,2017-11-22 04:43:42.0
3124,7743,63717,4498,1,2017-11-22 04:43:43.0
3125,8908,65194,4748,1,2017-11-22 04:43:44.0
3126,6201,2225,4374,4,2017-11-22 04:43:45.0
3127,5746,74836,184,3,2017-11-22 04:43:46.0
3128,8482,27706,3582,4,2017-11-22 04:43:47.0
3129,5609,21749,1829,3,2017-11-22 04:43:48.0
3130,8938,69464,4569,1,2017-11-22 04:43:49.0
3131,5921,80464,2567,2,2017-11-22 04:43:50.0
3132,7037,52117,254,5,2017-11-22 04:43:51.0
3133,7687,83368,1154,3,2017-11-22 04:43:52.0
3134,8367,27154,3221,3,2017-11-22 04:43:53.0
3135,7056,42231,2614,2,2017-11-22 04:43:54.0
3136,6628,56578,2358,2,2017-11-22 04:43:55.0
3137,7790,88663,2075,2,2017-11-22 04:43:56.0
3138,7589,86532,3942,4,2017-11-22 04:43:57.0
3139,6965,13581,1858,4,2017-11-22 04:43:58.0
3140,6546,81359,854,5,2017-11-22 04:43:59.0
3141,6770,75625,1226,5,2017-11-22 04:44:00.0
3142,7549,53677,4626,2,2017-11-22 04:44:01.0
3143,5785,1581,3711,5,2017-11-22 04:44:02.0
3144,5772,45454,3406,4,2017-11-22 04:44:03.0
3145,5936,49132,61,3,2017-11-22 04:44:04.0
3146,7173,21501,540,4,2017-11-22 04:44:05.0
3147,7778,22111,647,5,2017-11-22 04:44:06.0
3148,7931,74618,591,3,2017-11-22 04:44:07.0
3149,6236,12250,4313,1,2017-11-22 04:44:08.0
3150,8431,82800,4232,3,2017-11-22 04:44:09.0
3151,8948,32990,2860,1,2017-11-22 04:44:10.0
3152,7372,76260,1262,3,2017-11-22 04:44:11.0
3153,8727,56967,1902,4,2017-11-22 04:44:12.0
3154,7147,7652,4066,3,2017-11-22 04:44:13.0
3155,7023,326,2812,4,2017-11-22 04:44:14.0
3156,7882,3038,1264,2,2017-11-22 04:44:15.0
3157,6323,18379,2511,3,2017-11-22 04:44:16.0
3158,7540,30218,1862,1,2017-11-22 04:44:17.0
3159,8617,63862,2518,4,2017-11-22 04:44:18.0
3160,8335,74120,955,5,2017-11-22 04:44:19.0
3161,8100,82201,4239,2,2017-11-22 04:44:20.0
3162,7158,32824,1549,4,2017-11-22 04:44:21.0
3163,8671,64141,3933,3,2017-11-22 04:44:22.0
3164,7198,39718,373,5,2017-11-22 04:44:23.0
3165,7829,2739,4815,4,2017-11-22 04:44:24.0
3166,7450,14005,4403,4,2017-11-22 04:44:25.0
3167,5988,44515,1060,5,2017-11-22 04:44:26.0
3168,6065,61424,1480,3,2017-11-22 04:44:27.0
3169,8838,12734,4229,1,2017-11-22 04:44:28.0
3170,7567,26396,2105,2,2017-11-22 04:44:29.0
3171,8546,18177,809,2,2017-11-22 04:44:30.0
3172,6431,47405,2555,5,2017-11-22 04:44:31.0
3173,7376,85348,3688,2,2017-11-22 04:44:32.0
3174,6245,78522,2044,3,2017-11-22 04:44:33.0
3175,5865,31682,3785,5,2017-11-22 04:44:34.0
3176,5954,83774,2177,1,2017-11-22 04:44:35.0
3177,7837,64449,3396,4,2017-11-22 04:44:36.0
3178,6349,73908,4062,2,2017-11-22 04:44:37.0
3179,5869,76470,3472,4,2017-11-22 04:44:38.0
3180,7109,75803,3541,2,2017-11-22 04:44:39.0
3181,7122,67878,4230,4,2017-11-22 04:44:40.0
3182,6644,81918,3115,4,2017-11-22 04:44:41.0
3183,7611,62916,4441,3,2017-11-22 04:44:42.0
3184,6492,11322,3988,1,2017-11-22 04:44:43.0
3185,6537,76204,4389,1,2017-11-22 04:44:44.0
3186,6886,2538,2067,3,2017-11-22 04:44:45.0
3187,6721,77347,4927,4,2017-11-22 04:44:46.0
3188,7577,18830,631,2,2017-11-22 04:44:47.0
3189,7515,72532,1044,4,2017-11-22 04:44:48.0
3190,5741,7208,676,5,2017-11-22 04:44:49.0
3191,7372,3676,1262,5,2017-11-22 04:44:50.0
3192,8839,8808,1870,2,2017-11-22 04:44:51.0
3193,8479,76118,3018,3,2017-11-22 04:44:52.0
3194,8535,26418,3694,5,2017-11-22 04:44:53.0
3195,6625,28542,4920,5,2017-11-22 04:44:54.0
3196,7304,119,2824,4,2017-11-22 04:44:55.0
3197,7933,24842,869,4,2017-11-22 04:44:56.0
3198,8304,50542,584,2,2017-11-22 04:44:57.0
3199,7119,13106,665,4,2017-11-22 04:44:58.0
3200,6524,29825,1240,4,2017-11-22 04:44:59.0
3201,8867,33633,1358,3,2017-11-22 04:45:00.0
3202,7112,72625,4023,1,2017-11-22 04:45:01.0
3203,6198,88811,2294,2,2017-11-22 04:45:02.0
3204,8253,75175,147,5,2017-11-22 04:45:03.0
3205,5944,47994,2460,2,2017-11-22 04:45:04.0
3206,6053,535,3942,4,2017-11-22 04:45:05.0
3207,8125,6788,4915,5,2017-11-22 04:45:06.0
3208,6909,49932,2504,1,2017-11-22 04:45:07.0
3209,6654,40527,4580,4,2017-11-22 04:45:08.0
3210,6517,8081,2010,4,2017-11-22 04:45:09.0
3211,8100,89353,4239,2,2017-11-22 04:45:10.0
3212,8974,53217,2435,3,2017-11-22 04:45:11.0
3213,7175,32411,828,3,2017-11-22 04:45:12.0
3214,7225,20994,1931,1,2017-11-22 04:45:13.0
3215,8542,15369,3100,3,2017-11-22 04:45:14.0
3216,8841,61968,1212,5,2017-11-22 04:45:15.0
3217,6984,55376,1270,4,2017-11-22 04:45:16.0
3218,6492,68889,3988,1,2017-11-22 04:45:17.0
3219,8454,73685,442,1,2017-11-22 04:45:18.0
3220,5946,13034,53,3,2017-11-22 04:45:19.0
3221,8495,539,4678,3,2017-11-22 04:45:20.0
3222,7155,46458,1666,2,2017-11-22 04:45:21.0
3223,8359,50426,2598,1,2017-11-22 04:45:22.0
3224,6775,65315,1934,4,2017-11-22 04:45:23.0
3225,6930,30279,201,1,2017-11-22 04:45:24.0
3226,8714,54517,675,3,2017-11-22 04:45:25.0
3227,6227,47175,4424,3,2017-11-22 04:45:26.0
3228,6125,8580,2037,5,2017-11-22 04:45:27.0
3229,8020,46672,2713,4,2017-11-22 04:45:28.0
3230,7240,83524,2832,1,2017-11-22 04:45:29.0
3231,8038,5805,2385,3,2017-11-22 04:45:30.0
3232,8015,63507,2149,4,2017-11-22 04:45:31.0
3233,6067,11611,4192,3,2017-11-22 04:45:32.0
3234,7404,76823,1327,2,2017-11-22 04:45:33.0
3235,8191,41499,2834,4,2017-11-22 04:45:34.0
3236,5999,29784,2550,4,2017-11-22 04:45:35.0
3237,6924,5543,4842,5,2017-11-22 04:45:36.0
3238,8251,76091,3772,4,2017-11-22 04:45:37.0
3239,5659,63365,4661,2,2017-11-22 04:45:38.0
3240,8538,84729,1747,1,2017-11-22 04:45:39.0
3241,7471,28542,1064,3,2017-11-22 04:45:40.0
